# Expanded and assembled Kp and ap
# created @ 2019-01-15 17:08:01
#   Flags: Definitive, Quicklook
#
#   MJD2000 Kp  ap Flag
  1805.9375 30  15    D
  1806.0625  7   3    D
  1806.1875 13   5    D
  1806.3125 27  12    D
  1806.4375 10   4    D
  1806.5625 43  32    D
  1806.6875 33  18    D
  1806.8125 33  18    D
  1806.9375 40  27    D
  1807.0625 47  39    D
  1807.1875 40  27    D
  1807.3125 40  27    D
  1807.4375 40  27    D
  1807.5625 30  15    D
  1807.6875 53  56    D
  1807.8125 33  18    D
  1807.9375 30  15    D
  1808.0625 43  32    D
  1808.1875 37  22    D
  1808.3125 27  12    D
  1808.4375 13   5    D
  1808.5625  7   3    D
  1808.6875 10   4    D
  1808.8125  3   2    D
  1808.9375  3   2    D
  1809.0625  3   2    D
  1809.1875 10   4    D
  1809.3125 23   9    D
  1809.4375 23   9    D
  1809.5625 23   9    D
  1809.6875 13   5    D
  1809.8125 23   9    D
  1809.9375 20   7    D
  1810.0625 23   9    D
  1810.1875 20   7    D
  1810.3125 20   7    D
  1810.4375  0   0    D
  1810.5625  7   3    D
  1810.6875 23   9    D
  1810.8125 13   5    D
  1810.9375 20   7    D
  1811.0625 20   7    D
  1811.1875 33  18    D
  1811.3125 23   9    D
  1811.4375  3   2    D
  1811.5625 27  12    D
  1811.6875 23   9    D
  1811.8125 37  22    D
  1811.9375 40  27    D
  1812.0625 33  18    D
  1812.1875 40  27    D
  1812.3125 33  18    D
  1812.4375 30  15    D
  1812.5625 23   9    D
  1812.6875 33  18    D
  1812.8125 23   9    D
  1812.9375 33  18    D
  1813.0625 43  32    D
  1813.1875 37  22    D
  1813.3125 23   9    D
  1813.4375 20   7    D
  1813.5625 30  15    D
  1813.6875 20   7    D
  1813.8125 20   7    D
  1813.9375  7   3    D
  1814.0625 13   5    D
  1814.1875  7   3    D
  1814.3125 10   4    D
  1814.4375  7   3    D
  1814.5625  0   0    D
  1814.6875  0   0    D
  1814.8125  7   3    D
  1814.9375  7   3    D
  1815.0625 23   9    D
  1815.1875  7   3    D
  1815.3125 10   4    D
  1815.4375 10   4    D
  1815.5625 10   4    D
  1815.6875  3   2    D
  1815.8125  7   3    D
  1815.9375 13   5    D
  1816.0625 20   7    D
  1816.1875  7   3    D
  1816.3125 30  15    D
  1816.4375 43  32    D
  1816.5625 17   6    D
  1816.6875 27  12    D
  1816.8125 27  12    D
  1816.9375 27  12    D
  1817.0625 33  18    D
  1817.1875 43  32    D
  1817.3125 43  32    D
  1817.4375 43  32    D
  1817.5625 30  15    D
  1817.6875 27  12    D
  1817.8125 20   7    D
  1817.9375 23   9    D
  1818.0625 23   9    D
  1818.1875 13   5    D
  1818.3125 13   5    D
  1818.4375 10   4    D
  1818.5625 13   5    D
  1818.6875 23   9    D
  1818.8125 17   6    D
  1818.9375 23   9    D
  1819.0625  7   3    D
  1819.1875  0   0    D
  1819.3125  3   2    D
  1819.4375  3   2    D
  1819.5625 10   4    D
  1819.6875 20   7    D
  1819.8125  7   3    D
  1819.9375 13   5    D
  1820.0625 37  22    D
  1820.1875 40  27    D
  1820.3125 40  27    D
  1820.4375 23   9    D
  1820.5625 13   5    D
  1820.6875 17   6    D
  1820.8125 23   9    D
  1820.9375 23   9    D
  1821.0625 27  12    D
  1821.1875 27  12    D
  1821.3125 20   7    D
  1821.4375 20   7    D
  1821.5625 17   6    D
  1821.6875 30  15    D
  1821.8125 30  15    D
  1821.9375 27  12    D
  1822.0625 20   7    D
  1822.1875 23   9    D
  1822.3125 27  12    D
  1822.4375 13   5    D
  1822.5625 10   4    D
  1822.6875 10   4    D
  1822.8125 27  12    D
  1822.9375 27  12    D
  1823.0625 23   9    D
  1823.1875 23   9    D
  1823.3125 20   7    D
  1823.4375 23   9    D
  1823.5625 23   9    D
  1823.6875 33  18    D
  1823.8125 47  39    D
  1823.9375 43  32    D
  1824.0625 43  32    D
  1824.1875 37  22    D
  1824.3125 27  12    D
  1824.4375 30  15    D
  1824.5625 33  18    D
  1824.6875 27  12    D
  1824.8125 10   4    D
  1824.9375 30  15    D
  1825.0625 27  12    D
  1825.1875 33  18    D
  1825.3125 47  39    D
  1825.4375 30  15    D
  1825.5625 37  22    D
  1825.6875 37  22    D
  1825.8125 20   7    D
  1825.9375 27  12    D
  1826.0625 27  12    D
  1826.1875 20   7    D
  1826.3125 17   6    D
  1826.4375 20   7    D
  1826.5625 20   7    D
  1826.6875 13   5    D
  1826.8125  7   3    D
  1826.9375 20   7    D
  1827.0625 17   6    D
  1827.1875 33  18    D
  1827.3125 30  15    D
  1827.4375 23   9    D
  1827.5625 30  15    D
  1827.6875 33  18    D
  1827.8125 43  32    D
  1827.9375 40  27    D
  1828.0625 43  32    D
  1828.1875 47  39    D
  1828.3125 47  39    D
  1828.4375 40  27    D
  1828.5625 33  18    D
  1828.6875 57  67    D
  1828.8125 33  18    D
  1828.9375 53  56    D
  1829.0625 37  22    D
  1829.1875 37  22    D
  1829.3125 27  12    D
  1829.4375 37  22    D
  1829.5625 40  27    D
  1829.6875 37  22    D
  1829.8125 30  15    D
  1829.9375 23   9    D
  1830.0625 43  32    D
  1830.1875 43  32    D
  1830.3125 33  18    D
  1830.4375 30  15    D
  1830.5625 47  39    D
  1830.6875 43  32    D
  1830.8125 33  18    D
  1830.9375 33  18    D
  1831.0625 40  27    D
  1831.1875 33  18    D
  1831.3125 37  22    D
  1831.4375 33  18    D
  1831.5625 33  18    D
  1831.6875 33  18    D
  1831.8125 20   7    D
  1831.9375 23   9    D
  1832.0625 20   7    D
  1832.1875  3   2    D
  1832.3125  3   2    D
  1832.4375  3   2    D
  1832.5625  7   3    D
  1832.6875  7   3    D
  1832.8125 27  12    D
  1832.9375 13   5    D
  1833.0625  3   2    D
  1833.1875  0   0    D
  1833.3125  0   0    D
  1833.4375 17   6    D
  1833.5625 50  48    D
  1833.6875 53  56    D
  1833.8125 40  27    D
  1833.9375 77 179    D
  1834.0625 70 132    D
  1834.1875 57  67    D
  1834.3125 40  27    D
  1834.4375 37  22    D
  1834.5625 33  18    D
  1834.6875 20   7    D
  1834.8125 20   7    D
  1834.9375 23   9    D
  1835.0625 10   4    D
  1835.1875 10   4    D
  1835.3125  3   2    D
  1835.4375 30  15    D
  1835.5625  7   3    D
  1835.6875  3   2    D
  1835.8125 10   4    D
  1835.9375  0   0    D
  1836.0625  7   3    D
  1836.1875 10   4    D
  1836.3125 10   4    D
  1836.4375 10   4    D
  1836.5625 13   5    D
  1836.6875 23   9    D
  1836.8125 23   9    D
  1836.9375 27  12    D
  1837.0625 20   7    D
  1837.1875 30  15    D
  1837.3125 37  22    D
  1837.4375 23   9    D
  1837.5625 13   5    D
  1837.6875 33  18    D
  1837.8125 20   7    D
  1837.9375 40  27    D
  1838.0625 43  32    D
  1838.1875 53  56    D
  1838.3125 40  27    D
  1838.4375 43  32    D
  1838.5625 47  39    D
  1838.6875 40  27    D
  1838.8125 40  27    D
  1838.9375 33  18    D
  1839.0625 27  12    D
  1839.1875 37  22    D
  1839.3125 27  12    D
  1839.4375 20   7    D
  1839.5625 23   9    D
  1839.6875 33  18    D
  1839.8125 37  22    D
  1839.9375 30  15    D
  1840.0625 27  12    D
  1840.1875 27  12    D
  1840.3125 23   9    D
  1840.4375 13   5    D
  1840.5625 13   5    D
  1840.6875 13   5    D
  1840.8125 43  32    D
  1840.9375 50  48    D
  1841.0625 37  22    D
  1841.1875 43  32    D
  1841.3125 40  27    D
  1841.4375 30  15    D
  1841.5625 30  15    D
  1841.6875 33  18    D
  1841.8125 27  12    D
  1841.9375 17   6    D
  1842.0625 33  18    D
  1842.1875 23   9    D
  1842.3125 27  12    D
  1842.4375 27  12    D
  1842.5625 33  18    D
  1842.6875 33  18    D
  1842.8125 30  15    D
  1842.9375 40  27    D
  1843.0625 50  48    D
  1843.1875 43  32    D
  1843.3125 40  27    D
  1843.4375 60  80    D
  1843.5625 63  94    D
  1843.6875 63  94    D
  1843.8125 50  48    D
  1843.9375 47  39    D
  1844.0625 70 132    D
  1844.1875 57  67    D
  1844.3125 77 179    D
  1844.4375 57  67    D
  1844.5625 53  56    D
  1844.6875 53  56    D
  1844.8125 50  48    D
  1844.9375 57  67    D
  1845.0625 63  94    D
  1845.1875 60  80    D
  1845.3125 67 111    D
  1845.4375 60  80    D
  1845.5625 53  56    D
  1845.6875 40  27    D
  1845.8125 23   9    D
  1845.9375 37  22    D
  1846.0625 23   9    D
  1846.1875 20   7    D
  1846.3125 20   7    D
  1846.4375 30  15    D
  1846.5625 40  27    D
  1846.6875 47  39    D
  1846.8125 30  15    D
  1846.9375 30  15    D
  1847.0625 33  18    D
  1847.1875 20   7    D
  1847.3125 23   9    D
  1847.4375 23   9    D
  1847.5625 27  12    D
  1847.6875 67 111    D
  1847.8125 80 207    D
  1847.9375 73 154    D
  1848.0625 57  67    D
  1848.1875 60  80    D
  1848.3125 37  22    D
  1848.4375 27  12    D
  1848.5625 37  22    D
  1848.6875 33  18    D
  1848.8125 40  27    D
  1848.9375 30  15    D
  1849.0625 37  22    D
  1849.1875 37  22    D
  1849.3125 33  18    D
  1849.4375 27  12    D
  1849.5625 33  18    D
  1849.6875 40  27    D
  1849.8125 27  12    D
  1849.9375 33  18    D
  1850.0625 30  15    D
  1850.1875 17   6    D
  1850.3125 17   6    D
  1850.4375 20   7    D
  1850.5625 30  15    D
  1850.6875 30  15    D
  1850.8125 20   7    D
  1850.9375 17   6    D
  1851.0625 10   4    D
  1851.1875  3   2    D
  1851.3125 10   4    D
  1851.4375 10   4    D
  1851.5625  7   3    D
  1851.6875 10   4    D
  1851.8125 17   6    D
  1851.9375 10   4    D
  1852.0625  7   3    D
  1852.1875  3   2    D
  1852.3125  3   2    D
  1852.4375  7   3    D
  1852.5625  7   3    D
  1852.6875  3   2    D
  1852.8125  7   3    D
  1852.9375  7   3    D
  1853.0625  3   2    D
  1853.1875  0   0    D
  1853.3125  3   2    D
  1853.4375  3   2    D
  1853.5625  0   0    D
  1853.6875  7   3    D
  1853.8125 10   4    D
  1853.9375 13   5    D
  1854.0625 23   9    D
  1854.1875 17   6    D
  1854.3125  7   3    D
  1854.4375  7   3    D
  1854.5625  7   3    D
  1854.6875  7   3    D
  1854.8125 27  12    D
  1854.9375 27  12    D
  1855.0625 33  18    D
  1855.1875 20   7    D
  1855.3125 30  15    D
  1855.4375 40  27    D
  1855.5625 33  18    D
  1855.6875 30  15    D
  1855.8125 40  27    D
  1855.9375 43  32    D
  1856.0625 40  27    D
  1856.1875 43  32    D
  1856.3125 30  15    D
  1856.4375 33  18    D
  1856.5625 30  15    D
  1856.6875 27  12    D
  1856.8125 20   7    D
  1856.9375 20   7    D
  1857.0625 33  18    D
  1857.1875 27  12    D
  1857.3125 30  15    D
  1857.4375 37  22    D
  1857.5625 47  39    D
  1857.6875 40  27    D
  1857.8125 30  15    D
  1857.9375  7   3    D
  1858.0625 30  15    D
  1858.1875  3   2    D
  1858.3125  7   3    D
  1858.4375 17   6    D
  1858.5625 13   5    D
  1858.6875 17   6    D
  1858.8125  7   3    D
  1858.9375 10   4    D
  1859.0625  7   3    D
  1859.1875 23   9    D
  1859.3125 20   7    D
  1859.4375 17   6    D
  1859.5625 17   6    D
  1859.6875 30  15    D
  1859.8125 33  18    D
  1859.9375 13   5    D
  1860.0625 20   7    D
  1860.1875 40  27    D
  1860.3125 33  18    D
  1860.4375 20   7    D
  1860.5625 10   4    D
  1860.6875 13   5    D
  1860.8125 10   4    D
  1860.9375  7   3    D
  1861.0625  0   0    D
  1861.1875  0   0    D
  1861.3125  3   2    D
  1861.4375 17   6    D
  1861.5625 13   5    D
  1861.6875 17   6    D
  1861.8125  7   3    D
  1861.9375  7   3    D
  1862.0625  3   2    D
  1862.1875  7   3    D
  1862.3125 10   4    D
  1862.4375  3   2    D
  1862.5625 10   4    D
  1862.6875  0   0    D
  1862.8125  3   2    D
  1862.9375  0   0    D
  1863.0625 10   4    D
  1863.1875 27  12    D
  1863.3125 33  18    D
  1863.4375 17   6    D
  1863.5625 10   4    D
  1863.6875 13   5    D
  1863.8125 27  12    D
  1863.9375 30  15    D
  1864.0625 30  15    D
  1864.1875 33  18    D
  1864.3125 23   9    D
  1864.4375 30  15    D
  1864.5625 47  39    D
  1864.6875 37  22    D
  1864.8125 57  67    D
  1864.9375 53  56    D
  1865.0625 40  27    D
  1865.1875 53  56    D
  1865.3125 37  22    D
  1865.4375 33  18    D
  1865.5625 37  22    D
  1865.6875 43  32    D
  1865.8125 50  48    D
  1865.9375 43  32    D
  1866.0625 33  18    D
  1866.1875 43  32    D
  1866.3125 47  39    D
  1866.4375 40  27    D
  1866.5625 37  22    D
  1866.6875 33  18    D
  1866.8125 37  22    D
  1866.9375 37  22    D
  1867.0625 37  22    D
  1867.1875 37  22    D
  1867.3125 37  22    D
  1867.4375 33  18    D
  1867.5625 40  27    D
  1867.6875 30  15    D
  1867.8125 40  27    D
  1867.9375 27  12    D
  1868.0625 27  12    D
  1868.1875 27  12    D
  1868.3125 23   9    D
  1868.4375 33  18    D
  1868.5625 23   9    D
  1868.6875 13   5    D
  1868.8125 30  15    D
  1868.9375 30  15    D
  1869.0625 20   7    D
  1869.1875 23   9    D
  1869.3125 13   5    D
  1869.4375  3   2    D
  1869.5625  7   3    D
  1869.6875  7   3    D
  1869.8125 17   6    D
  1869.9375  0   0    D
  1870.0625 17   6    D
  1870.1875 10   4    D
  1870.3125  7   3    D
  1870.4375  7   3    D
  1870.5625  3   2    D
  1870.6875  7   3    D
  1870.8125 20   7    D
  1870.9375  3   2    D
  1871.0625  7   3    D
  1871.1875 23   9    D
  1871.3125 13   5    D
  1871.4375 10   4    D
  1871.5625 13   5    D
  1871.6875  7   3    D
  1871.8125 20   7    D
  1871.9375 20   7    D
  1872.0625  7   3    D
  1872.1875 10   4    D
  1872.3125 17   6    D
  1872.4375  3   2    D
  1872.5625  3   2    D
  1872.6875  3   2    D
  1872.8125 13   5    D
  1872.9375 13   5    D
  1873.0625 30  15    D
  1873.1875 20   7    D
  1873.3125 13   5    D
  1873.4375 23   9    D
  1873.5625 33  18    D
  1873.6875 37  22    D
  1873.8125 33  18    D
  1873.9375 33  18    D
  1874.0625 17   6    D
  1874.1875 20   7    D
  1874.3125  0   0    D
  1874.4375 13   5    D
  1874.5625 10   4    D
  1874.6875 13   5    D
  1874.8125  7   3    D
  1874.9375 37  22    D
  1875.0625 63  94    D
  1875.1875 47  39    D
  1875.3125 47  39    D
  1875.4375 30  15    D
  1875.5625 37  22    D
  1875.6875 43  32    D
  1875.8125 23   9    D
  1875.9375 20   7    D
  1876.0625 13   5    D
  1876.1875 20   7    D
  1876.3125 33  18    D
  1876.4375 40  27    D
  1876.5625 37  22    D
  1876.6875 33  18    D
  1876.8125 30  15    D
  1876.9375 27  12    D
  1877.0625 40  27    D
  1877.1875 33  18    D
  1877.3125 30  15    D
  1877.4375  3   2    D
  1877.5625 13   5    D
  1877.6875 30  15    D
  1877.8125 30  15    D
  1877.9375 30  15    D
  1878.0625 30  15    D
  1878.1875 27  12    D
  1878.3125 13   5    D
  1878.4375 10   4    D
  1878.5625 10   4    D
  1878.6875  7   3    D
  1878.8125  3   2    D
  1878.9375 10   4    D
  1879.0625  3   2    D
  1879.1875 10   4    D
  1879.3125  0   0    D
  1879.4375  3   2    D
  1879.5625 10   4    D
  1879.6875 17   6    D
  1879.8125 17   6    D
  1879.9375 17   6    D
  1880.0625 13   5    D
  1880.1875  3   2    D
  1880.3125 13   5    D
  1880.4375  7   3    D
  1880.5625  7   3    D
  1880.6875  3   2    D
  1880.8125 13   5    D
  1880.9375  7   3    D
  1881.0625  0   0    D
  1881.1875  3   2    D
  1881.3125 13   5    D
  1881.4375 13   5    D
  1881.5625 30  15    D
  1881.6875 13   5    D
  1881.8125 10   4    D
  1881.9375 13   5    D
  1882.0625 10   4    D
  1882.1875 13   5    D
  1882.3125 20   7    D
  1882.4375 23   9    D
  1882.5625 20   7    D
  1882.6875 33  18    D
  1882.8125 33  18    D
  1882.9375 20   7    D
  1883.0625 30  15    D
  1883.1875 23   9    D
  1883.3125 23   9    D
  1883.4375 23   9    D
  1883.5625 30  15    D
  1883.6875 27  12    D
  1883.8125 23   9    D
  1883.9375 17   6    D
  1884.0625  3   2    D
  1884.1875 27  12    D
  1884.3125 27  12    D
  1884.4375 10   4    D
  1884.5625 30  15    D
  1884.6875 17   6    D
  1884.8125 17   6    D
  1884.9375 13   5    D
  1885.0625 20   7    D
  1885.1875 27  12    D
  1885.3125 30  15    D
  1885.4375 33  18    D
  1885.5625 27  12    D
  1885.6875 23   9    D
  1885.8125 20   7    D
  1885.9375 37  22    D
  1886.0625 23   9    D
  1886.1875 23   9    D
  1886.3125 33  18    D
  1886.4375 33  18    D
  1886.5625 13   5    D
  1886.6875 20   7    D
  1886.8125 17   6    D
  1886.9375 33  18    D
  1887.0625 37  22    D
  1887.1875 30  15    D
  1887.3125 30  15    D
  1887.4375 33  18    D
  1887.5625 30  15    D
  1887.6875 33  18    D
  1887.8125 13   5    D
  1887.9375 13   5    D
  1888.0625 13   5    D
  1888.1875 10   4    D
  1888.3125  7   3    D
  1888.4375  3   2    D
  1888.5625 13   5    D
  1888.6875 13   5    D
  1888.8125 20   7    D
  1888.9375  7   3    D
  1889.0625  7   3    D
  1889.1875  0   0    D
  1889.3125  3   2    D
  1889.4375  3   2    D
  1889.5625  3   2    D
  1889.6875  7   3    D
  1889.8125 10   4    D
  1889.9375  3   2    D
  1890.0625 13   5    D
  1890.1875 27  12    D
  1890.3125 23   9    D
  1890.4375 13   5    D
  1890.5625 20   7    D
  1890.6875 23   9    D
  1890.8125 30  15    D
  1890.9375 40  27    D
  1891.0625 53  56    D
  1891.1875 37  22    D
  1891.3125 43  32    D
  1891.4375 40  27    D
  1891.5625 30  15    D
  1891.6875 50  48    D
  1891.8125 47  39    D
  1891.9375 53  56    D
  1892.0625 47  39    D
  1892.1875 43  32    D
  1892.3125 53  56    D
  1892.4375 43  32    D
  1892.5625 40  27    D
  1892.6875 47  39    D
  1892.8125 57  67    D
  1892.9375 40  27    D
  1893.0625 47  39    D
  1893.1875 53  56    D
  1893.3125 40  27    D
  1893.4375 30  15    D
  1893.5625 27  12    D
  1893.6875 37  22    D
  1893.8125 43  32    D
  1893.9375 43  32    D
  1894.0625 33  18    D
  1894.1875 43  32    D
  1894.3125 33  18    D
  1894.4375 27  12    D
  1894.5625 27  12    D
  1894.6875 37  22    D
  1894.8125 50  48    D
  1894.9375 47  39    D
  1895.0625 37  22    D
  1895.1875 33  18    D
  1895.3125 30  15    D
  1895.4375 27  12    D
  1895.5625 27  12    D
  1895.6875 37  22    D
  1895.8125 23   9    D
  1895.9375 13   5    D
  1896.0625 23   9    D
  1896.1875 23   9    D
  1896.3125 17   6    D
  1896.4375 10   4    D
  1896.5625 10   4    D
  1896.6875  7   3    D
  1896.8125  0   0    D
  1896.9375 13   5    D
  1897.0625 17   6    D
  1897.1875  7   3    D
  1897.3125 10   4    D
  1897.4375  0   0    D
  1897.5625  3   2    D
  1897.6875  7   3    D
  1897.8125  3   2    D
  1897.9375 17   6    D
  1898.0625 13   5    D
  1898.1875  0   0    D
  1898.3125  0   0    D
  1898.4375  7   3    D
  1898.5625  7   3    D
  1898.6875 13   5    D
  1898.8125 23   9    D
  1898.9375 33  18    D
  1899.0625 43  32    D
  1899.1875 40  27    D
  1899.3125 27  12    D
  1899.4375 30  15    D
  1899.5625 47  39    D
  1899.6875 27  12    D
  1899.8125 20   7    D
  1899.9375 23   9    D
  1900.0625 20   7    D
  1900.1875 10   4    D
  1900.3125 10   4    D
  1900.4375  7   3    D
  1900.5625  7   3    D
  1900.6875  0   0    D
  1900.8125  3   2    D
  1900.9375 20   7    D
  1901.0625  7   3    D
  1901.1875  3   2    D
  1901.3125  7   3    D
  1901.4375 17   6    D
  1901.5625 30  15    D
  1901.6875 20   7    D
  1901.8125 20   7    D
  1901.9375 20   7    D
  1902.0625 30  15    D
  1902.1875 37  22    D
  1902.3125 23   9    D
  1902.4375 23   9    D
  1902.5625 17   6    D
  1902.6875 43  32    D
  1902.8125 20   7    D
  1902.9375 13   5    D
  1903.0625  7   3    D
  1903.1875 10   4    D
  1903.3125 13   5    D
  1903.4375 17   6    D
  1903.5625  7   3    D
  1903.6875 17   6    D
  1903.8125 40  27    D
  1903.9375 40  27    D
  1904.0625 47  39    D
  1904.1875 40  27    D
  1904.3125 17   6    D
  1904.4375 17   6    D
  1904.5625 13   5    D
  1904.6875  0   0    D
  1904.8125  3   2    D
  1904.9375 10   4    D
  1905.0625  3   2    D
  1905.1875 20   7    D
  1905.3125 10   4    D
  1905.4375 10   4    D
  1905.5625 10   4    D
  1905.6875  3   2    D
  1905.8125 10   4    D
  1905.9375  3   2    D
  1906.0625  3   2    D
  1906.1875  3   2    D
  1906.3125 13   5    D
